# New HSK word list (January 2012) V1.0
# Level 1 to 6 -- 5000 words
# Source : http://cedric.hartland.free.fr
# hsk source list from http://www.davidpetersson.com
# Translations from CEDICT Dictionary (see http://www.mdbg.net)
# Distributed under Creative Commons BY-NC licence
#Level	Identifier	Hanzi	PinYin	Translations
4	1134	圆	yuán	circle, round, circular, spherical, (of the moon) full, unit of Chinese currency (Yuan), tactful, to justify,
4	1135	原来	yuán lái	original, former, originally, formerly, at first, so, actually, as it turns out,
4	1136	原谅	yuán liàng	to excuse, to forgive, to pardon,
4	1137	原因	yuán yīn	cause, origin, root cause, reason, CL:個|个[gè],
4	1138	约会	yuē huì	appointment, engagement, date, CL:次,個|个[gè], to arrange to meet,
4	1139	阅读	yuè dú	to read, reading,
4	1140	允许	yǔn xǔ	to permit, to allow,
4	1141	杂志	zá zhì	magazine, CL:本,份,期[qī],
4	1142	咱们	zán men	we or us (including both the speaker and the person(s) spoken to), I or me, you,
4	1143	暂时	zàn shí	temporary, provisional, for the time being,
4	1144	脏	zāng	dirty, filthy,
4	1145	责任	zé rèn	responsibility, blame, duty, CL:個|个[gè],
4	1146	增加	zēng jiā	to raise, to increase,
4	1147	增长	zēng zhǎng	to grow, to increase,
4	1148	窄	zhǎi	narrow, narrow-minded, badly off,
4	1149	招聘	zhāo pìn	recruitment, to invite applications for a job,
4	1150	真正	zhēn zhèng	genuine, real, true, genuinely,
4	1151	整理	zhěng lǐ	to arrange, to tidy up, to sort out, to straighten out, to list systematically, to collate (data, files), to pack (luggage),
4	1152	整齐	zhěng qí	orderly, neat, even, tidy,
4	1153	正常	zhèng cháng	regular, normal, ordinary,
4	1154	正好	zhèng hǎo	just (in time), just right, just enough, to happen to, to chance to, by chance, it just so happens that,
4	1155	正确	zhèng què	correct, proper,
4	1156	正式	zhèng shì	formal, official,
4	1157	证明	zhèng míng	proof, certificate, identification, testimonial, CL:個|个[gè], to prove, to testify, to confirm the truth of,
4	1158	之	zhī	(possessive particle, literary equivalent of 的), him, her, it,
4	1159	支持	zhī chí	to be in favor of, to support, to back, support, backing, to stand by, CL:個|个[gè],
4	1160	知识	zhī shi	intellectual, knowledge-related, knowledge, CL:門|门[mén],
4	1161	直接	zhí jiē	direct, opposite: indirect 間接|间接, immediate, directly, straightforward,
4	1162	值得	zhí de	to be worth, to deserve,
4	1163	职业	zhí yè	occupation, profession, vocation, professional,
4	1164	植物	zhí wù	botanical, plant, vegetation, CL:種|种[zhǒng],
4	1165	指	zhǐ	finger, to point at or to, to indicate or refer to, to depend on, to count on, (of hair) to stand on end,
4	1166	只好	zhǐ hǎo	without any better option, to have to, to be forced to,
4	1167	只要	zhǐ yào	if only, so long as,
4	1168	制造	zhì zào	to manufacture, to make,
4	1169	至少	zhì shǎo	at least, (to say the) least,
4	1170	质量	zhì liàng	quality, mass (in physics), CL:個|个[gè],
4	1171	中文	Zhōng wén	Chinese, Chinese written language, Chinese writing,
4	1172	重点	zhòng diǎn	important point, main point, focus, key (project etc), to focus on, to put the emphasis on,
4	1173	重视	zhòng shì	to attach importance to sth, to value,
4	1174	周围	zhōu wéi	surroundings, environment, to encompass,
4	1175	猪	zhū	hog, pig, swine, CL:口,頭|头[tóu],
4	1176	逐渐	zhú jiàn	gradually,
4	1177	主动	zhǔ dòng	to take the initiative, to do sth of one's own accord, spontaneous, active, opposite: passive 被動|被动[bèi dòng], drive (of gears and shafts etc),
4	1178	主意	zhǔ yi	plan, idea, decision, CL:個|个[gè],
4	1179	祝贺	zhù hè	to congratulate, congratulations, CL:個|个[gè],
4	1180	著名	zhù míng	famous, noted, well-known, celebrated,
4	1181	专门	zhuān mén	specialist, specialized, customized,
4	1182	专业	zhuān yè	specialty, specialized field, main field of study (at university), major, CL:門|门,個|个[gè], professional,
4	1183	赚	zhuàn	to earn, to make a profit,
4	1184	撞	zhuàng	to hit, to strike, to meet by accident, to run into, to bump against, to bump into,
4	1185	准确	zhǔn què	accurate, exact, precise,
4	1186	准时	zhǔn shí	on time, punctual, on schedule,
4	1187	仔细	zǐ xì	careful, attentive, cautious,
4	1188	自然	zì rán	nature, natural, naturally,
4	1189	总结	zǒng jié	to sum up, to conclude, summary, résumé, CL:個|个[gè],
4	1190	租	zū	to hire, to rent, to charter, to rent out, to lease out, rent, land tax,
4	1191	组成	zǔ chéng	to form, to make up, to constitute,
4	1192	组织	zǔ zhī	to organize, organization, organized system, nerve, tissue, CL:個|个[gè],
4	1193	嘴	zuǐ	mouth, beak, nozzle, spout (of teapot etc), CL:張|张,個|个[gè],
4	1194	最好	zuì hǎo	best, (you) had better (do what we suggest),
4	1195	最后	zuì hòu	final, last, finally, ultimate,
4	1196	尊重	zūn zhòng	to esteem, to respect, to honor, to value, eminent, serious, proper,
4	1197	做生意	zuò shēng yì	to do business,
4	1198	座	zuò	seat, base, stand, CL:個|个[gè], classifier for buildings, mountains and similar immovable objects,
4	1199	座位	zuò wèi	seat, CL:個|个[gè],
4	1200	作者	zuò zhě	author, writer, CL:個|个[gè],
5	1201	唉	āi	interjection or grunt of agreement or recognition (e.g. yes, it's me!), to sigh,
5	1202	爱护	ài hù	to cherish, to treasure, to take care of, to love and protect,
5	1203	爱惜	ài xī	to cherish, to treasure, to use sparingly,
5	1204	爱心	ài xīn	compassion, CL:片[piàn],
5	1205	安慰	ān wèi	to comfort, to console, CL:個|个[gè],
5	1206	安装	ān zhuāng	to install, to erect, to fix, to mount, installation,
5	1207	岸	àn	bank, shore, beach, coast, CL:個|个[gè],
5	1208	把握	bǎ wò	to grasp (also fig.), to seize, to hold, assurance, certainty, sure (of the outcome),
5	1209	摆	bǎi	to arrange, to exhibit, to move to and fro, a pendulum,
5	1210	班主任	bān zhǔ rèn	teacher in charge of a class,
5	1211	办理	bàn lǐ	to handle, to transact, to conduct,
5	1212	棒	bàng	a stick, club or cudgel, smart, capable, strong, wonderful, classifier for legs of a relay race,
5	1213	傍晚	bàng wǎn	in the evening, when night falls, towards evening, at night fall, at dusk,
5	1214	包裹	bāo guǒ	wrap up, bind up, bundle, parcel, package, CL:個|个[gè],
5	1215	包含	bāo hán	to contain, to embody, to include,
5	1216	包子	bāo zi	steamed stuffed bun, CL:個|个[gè],
5	1217	薄	báo	thin, cold in manner, indifferent, weak, light, infertile,
5	1218	宝贝	bǎo bèi	treasured object, treasure, darling, baby, cowry, good-for-nothing or queer character,
5	1219	宝贵	bǎo guì	valuable, precious, to value, to treasure, to set store by,
5	1220	保持	bǎo chí	to keep, to maintain, to hold, to preserve,
5	1221	保存	bǎo cún	to conserve, to preserve, to keep, to save (a file etc) (computing),
5	1222	保留	bǎo liú	to retain, to continue to have, to preserve, to maintain, to reserve, reservations, to hold back (approval or acceptance),
5	1223	保险	bǎo xiǎn	insurance, to insure, safe, secure, be sure, be bound to, CL:份[fèn],
5	1224	报告	bào gào	to inform, to report, to make known, speech, talk, lecture, CL:篇,份,個|个,通[tòng],
5	1225	悲观	bēi guān	pessimistic,
5	1226	被子	bèi zi	quilt, CL:床[chuáng],
5	1227	背	bèi	the back of a body or object, to turn one's back, to hide something from, to learn by heart, to recite from memory, unlucky (slang), hard of hearing,
5	1228	背景	bèi jǐng	background, backdrop, context, CL:種|种[zhǒng],
5	1229	本科	běn kē	undergraduate course, undergraduate (adjective),
5	1230	本领	běn lǐng	skill, ability, capability, CL:項|项,個|个[gè],
5	1231	本质	běn zhì	essence, nature, innate character, intrinsic quality,
5	1232	比例	bǐ lì	proportion, scale,
5	1233	比如	bǐ rú	for example, for instance, such as,
5	1234	彼此	bǐ cǐ	each other, one another,
5	1235	必然	bì rán	inevitable, certain, necessity,
5	1236	必需	bì xū	to need, to require, essential, indispensable,
5	1237	必要	bì yào	necessary, essential, indispensable, required,
5	1238	毕竟	bì jìng	after all, all in all, when all is said and done, in the final analysis,
5	1239	避免	bì miǎn	to avert, to prevent, to avoid, to refrain from,
5	1240	鞭炮	biān pào	firecrackers, a string of small firecrackers, CL:枚[méi],
5	1241	编辑	biān jí	to edit, to compile, editor, compiler,
5	1242	便	biàn	ordinary, plain, convenient, as convenient, when the chance arises, handy, easy, informal, simple, so, thus, to relieve oneself, to urinate, to defecate, equivalent to 就: then, in that case, even if, soon afterwards,
5	1243	辩论	biàn lùn	debate, argument, to argue over, CL:場|场,次[cì],
5	1244	标点	biāo diǎn	punctuation, a punctuation mark, to punctuate, CL:個|个[gè],
5	1245	标志	biāo zhì	sign, mark, symbol, to symbolize, to indicate, to mark,
5	1246	表面	biǎo miàn	surface, face, outside, appearance,
5	1247	表明	biǎo míng	to make clear, to make known, to state clearly, to indicate, known,
5	1248	表情	biǎo qíng	(facial) expression, to express one's feelings, expression,
5	1249	表现	biǎo xiàn	to show, to show off, to display, to manifest, expression, manifestation, show, display, performance (at work etc), behavior,
5	1250	丙	bǐng	third of 10 heavenly stems 十天干, third in order, letter "C" or roman "III" in list "A, B, C", or "I, II, III" etc, propyl,
5	1251	病毒	bìng dú	virus,
5	1252	玻璃	bō li	glass, nylon, plastic, CL:張|张,塊|块[kuài],
5	1253	博物馆	bó wù guǎn	museum,
5	1254	脖子	bó zi	neck, CL:個|个[gè],
5	1255	不必	bù bì	need not, does not have to, not necessarily,
5	1256	不断	bù duàn	unceasing, uninterrupted, continuous, constant,
5	1257	不见得	bù jiàn de	not necessarily, not likely,
5	1258	不耐烦	bù nài fán	impatience, impatient,
5	1259	不要紧	bù yào jǐn	unimportant, not serious, it doesn't matter, never mind, it looks all right, but,
5	1260	补充	bǔ chōng	to replenish, to supplement, to complement, additional, supplementary, CL:個|个[gè],
5	1261	不安	bù ān	unpeaceful, unstable, uneasy, disturbed, restless, worried,
5	1262	不得了	bù dé liǎo	desperately serious, disastrous, extremely, exceedingly,
5	1263	不好意思	bù hǎo yì si	to feel embarrassed, to find it embarrassing, to be sorry (for inconveniencing sb),
5	1264	不免	bù miǎn	inevitably,
5	1265	不然	bù rán	not so, no, or else, otherwise, if not,
5	1266	不如	bù rú	not equal to, not as good as, inferior to, it would be better to,
5	1267	不足	bù zú	insufficient, lacking, deficiency, not enough, inadequate, not worth, cannot, should not,
5	1268	布	bù	cloth, to declare, to announce, to spread, to make known,
5	1269	步骤	bù zhòu	procedure, step,
5	1270	部门	bù mén	department, branch, section, division, CL:個|个[gè],
5	1271	财产	cái chǎn	property, CL:筆|笔[bǐ],
5	1272	踩	cǎi	to step on, to tread, to stamp, to press a pedal, to pedal (a bike),
5	1273	采访	cǎi fǎng	to interview, to gather news, to hunt for and collect, to cover,
5	1274	采取	cǎi qǔ	to adopt or carry out (measures, policies, course of action), to take,
5	1275	彩虹	cǎi hóng	rainbow,
5	1276	参考	cān kǎo	consultation, reference, to consult, to refer,
5	1277	参与	cān yù	to participate (in sth),
5	1278	餐厅	cān tīng	dining hall, dining room, restaurant, CL:間|间,家[jiā],
5	1279	残疾	cán jí	disabled, handicapped, deformity on a person or animal,
5	1280	惭愧	cán kuì	ashamed,
5	1281	操场	cāo chǎng	playground, sports field, drill ground, CL:個|个[gè],
5	1282	操心	cāo xīn	to worry about,
5	1283	册	cè	book, booklet, classifier for books,
5	1284	测验	cè yàn	test, to test, CL:次,個|个[gè],
5	1285	厕所	cè suǒ	toilet, lavatory, CL:間|间,處|处[chù],
5	1286	曾经	céng jīng	once, already, former, previously, ever, (past tense marker used before verb or clause),
5	1287	插	chā	to insert, stick in, pierce, to take part in, to interfere, to interpose,
5	1288	差别	chā bié	difference, distinction, diversity, disparity,
5	1289	叉子	chā zi	fork, CL:把[bǎ],
5	1290	拆	chāi	to tear open, to tear down, to tear apart, to open,
5	1291	产品	chǎn pǐn	goods, merchandise, product, CL:個|个[gè],
5	1292	产生	chǎn shēng	to arise, to come into being, to come about, to give rise to, to bring into being, to bring about, to produce, to engender, to generate, to appear, appearance, emergence, generation, production, yield,
5	1293	长途	cháng tú	long distance,
5	1294	常识	cháng shí	common sense, general knowledge, CL:門|门[mén],
5	1295	抄	chāo	to make a copy, to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms,
5	1296	朝	cháo	imperial or royal court, government, dynasty, reign of a sovereign or emperor, court or assembly held by a sovereign or emperor, to make a pilgrimage to, facing, towards,
5	1297	朝代	cháo dài	dynasty, reign (of a king),
5	1298	炒	chǎo	to sauté, to stir-fry, to speculate, to hype, to fire (sb),
5	1299	吵架	chǎo jià	to quarrel, to have a row, quarrel, CL:頓|顿[dùn],
5	1300	车库	chē kù	garage,
5	1301	车厢	chē xiāng	carriage, CL:節|节[jié],
5	1302	彻底	chè dǐ	thorough, thoroughly, complete,
5	1303	沉默	chén mò	taciturn, uncommunicative, silent,
5	1304	趁	chèn	to avail oneself of, to take advantage of,
5	1305	称	chēng	to weigh, to state, to name, name, appellation, to praise,
5	1306	称呼	chēng hu	to call, to address as, appellation,
5	1307	称赞	chēng zàn	to praise, to acclaim, to commend, to compliment,
5	1308	乘	chéng	to ride, to mount, to make use of, to avail oneself of, to take advantage of, to multiply (mathematics), Buddhist sect or creed,
5	1309	承担	chéng dān	to undertake, to assume (responsibility etc),
5	1310	承认	chéng rèn	to admit, to concede, to recognize, recognition (diplomatic, artistic etc), to acknowledge,
5	1311	承受	chéng shòu	to bear, to support, to inherit,
5	1312	成分	chéng fèn	composition, make-up, ingredient, element, component, one's social status, CL:個|个[gè],
5	1313	成果	chéng guǒ	result, achievement, gain, profit, CL:個|个[gè],
5	1314	成就	chéng jiù	accomplishment, success, attain a result, achievement, CL:個|个[gè],
5	1315	成立	chéng lì	to establish, to set up, to be tenable, to hold water,
5	1316	成语	chéng yǔ	Chinese set expression, often made up of 4 characters or two couplets of 4 characters each, often alluding to a story or historical quotation, idiom; proverb; saying; adage; set expression, CL:條|条,本,句[jù],
5	1317	成长	chéng zhǎng	to mature, to grow, growth,
5	1318	程度	chéng dù	degree (level or extent), level, CL:個|个[gè],
5	1319	程序	chéng xù	procedures, sequence, order, computer program,
5	1320	诚恳	chéng kěn	sincere, honest, cordial,
5	1321	吃亏	chī kuī	to suffer losses, to come to grief, to lose out, to get the worst of it, to be at a disadvantage, unfortunately,
5	1322	持续	chí xù	to continue, to persist, sustainable, preservation,
5	1323	池子	chí zi	pond, CL:個|个[gè],
5	1324	尺子	chǐ zi	rule, ruler (measuring instrument), CL:把[bǎ],
5	1325	翅膀	chì bǎng	wing, CL:個|个,對|对[duì],
5	1326	冲	chōng	thoroughfare, to go straight ahead, to rush, to clash,
5	1327	充电器	chōng diàn qì	battery charger,
5	1328	充分	chōng fèn	ample, sufficient, adequate, full, fully, to the full,
5	1329	充满	chōng mǎn	full of, brimming with, very full, permeated,
5	1330	重复	chóng fù	to repeat, to duplicate, CL:個|个[gè],
5	1331	宠物	chǒng wù	house pet,
5	1332	抽屉	chōu ti	drawer,
5	1333	抽象	chōu xiàng	abstract, abstraction, CL:種|种[zhǒng],
5	1334	丑	chǒu	shameful, ugly, disgraceful,
5	1335	臭	chòu	stench, stink, smelly, to smell (bad),
5	1336	出版	chū bǎn	to publish, to come off the press, to put out,
5	1337	出口	chū kǒu	an exit, CL:個|个[gè], to speak, to export, (of a ship) to leave port,
5	1338	出色	chū sè	remarkable, outstanding,
5	1339	出席	chū xí	to attend, to participate, present,
5	1340	初级	chū jí	junior, primary,
5	1341	除	chú	to get rid of, to remove, to exclude, to eliminate, to wipe out, to divide, except, not including,
